"LOCATION"	"STRAND"	"LENGTH"	"PID"	"GENE"	"SYNNYM"	"CODE"	"COG"	"PRODUCT"	"CHRM"	"ORG"
"131772..132551"	"+"	218	6579192	"UBC8"	"YEL012W"	"-"	"-"	"E2 ubiquitin-conjugating protein UBC8"	5	2
"133120..135234"	"+"	704	6320826	"GLC3"	"YEL011W"	"-"	"-"	"1,4-alpha-glucan branching enzyme"	5	2
"138918..139763"	"-"	281	398364285	"GCN4"	"YEL009C"	"-"	"-"	"Gcn4p"	5	2
"141892..143892"	"+"	666	6320830	"MIT1"	"YEL007W"	"-"	"-"	"Mit1p"	5	2
"144327..145334"	"+"	335	6320831	"YEA6"	"YEL006W"	"-"	"-"	"Yea6p"	5	2
"145907..146755"	"-"	282	398364289	"VAB2"	"YEL005C"	"-"	"-"	"Vab2p"	5	2
"146951..147979"	"+"	342	6320833	"YEA4"	"YEL004W"	"-"	"-"	"Yea4p"	5	2
"148176..148599"	"+"	111	154199604	"GIM4"	"YEL003W"	"-"	"-"	"Gim4p"	5	2
"148722..150014"	"-"	430	398364295	"WBP1"	"YEL002C"	"-"	"-"	"Wbp1p"	5	2
"150301..150978"	"-"	225	6320836	"IRC22"	"YEL001C"	"-"	"-"	"Irc22p"	5	2
"153520..155808"	"+"	762	6320837	"MNN1"	"YER001W"	"-"	"-"	"Mnn1p"	5	2
"156803..157498"	"+"	231	398364299	"NOP16"	"YER002W"	"-"	"-"	"Nop16p"	5	2
"157736..159118"	"-"	429	6320839	"PMI40"	"YER003C"	"-"	"-"	"mannose-6-phosphate isomerase PMI40"	5	2
"159580..160275"	"+"	231	6320840	"FMP52"	"YER004W"	"-"	"-"	"Fmp52p"	5	2
"160550..162442"	"+"	630	398364305	"YND1"	"YER005W"	"-"	"-"	"Ynd1p"	5	2
"162723..164285"	"+"	520	6320842	"NUG1"	"YER006W"	"-"	"-"	"Nug1p"	5	2
"164527..166083"	"+"	518	6320843	"PAC2"	"YER007W"	"-"	"-"	"Pac2p"	5	2
"166237..166885"	"-"	181	398364311	"TMA20"	"YER007C-A"	"-"	"-"	"Tma20p"	5	2
"167808..171818"	"-"	1336	6320845	"SEC3"	"YER008C"	"-"	"-"	"Sec3p"	5	2
"172115..172492"	"+"	125	6320846	"NTF2"	"YER009W"	"-"	"-"	"Ntf2p"	5	2
"172634..173338"	"-"	234	398364313	"-"	"YER010C"	"-"	"-"	"hypothetical protein"	5	2
"175248..176012"	"+"	254	6320848	"TIR1"	"YER011W"	"-"	"-"	"Tir1p"	5	2
"177835..178431"	"+"	198	6320849	"PRE1"	"YER012W"	"-"	"-"	"proteasome core particle subunit beta 4"	5	2
"178841..182278"	"+"	1145	398364321	"PRP22"	"YER013W"	"-"	"-"	"Prp22p"	5	2
"182600..184219"	"+"	539	6320851	"HEM14"	"YER014W"	"-"	"-"	"oxygen-dependent protoporphyrinogen oxidase"	5	2
"183731..184700"	"-"	153	13112038	"BUD25"	"YER014C-A"	"-"	"-"	"Bud25p"	5	2
"184541..186775"	"+"	744	398364331	"FAA2"	"YER015W"	"-"	"-"	"medium-chain fatty acid-CoA ligase FAA2"	5	2
"188277..189311"	"+"	344	6320853	"BIM1"	"YER016W"	"-"	"-"	"Bim1p"	5	2
"189503..191788"	"-"	761	6320854	"AFG3"	"YER017C"	"-"	"-"	"AAA family ATPase AFG3"	5	2
"191959..192624"	"-"	221	398364335	"SPC25"	"YER018C"	"-"	"-"	"Spc25p"	5	2
"192797..194230"	"+"	477	6320856	"ISC1"	"YER019W"	"-"	"-"	"inositol phosphosphingolipid phospholipase"	5	2
"194273..194539"	"-"	88	6320857	"SBH2"	"YER019C-A"	"-"	"-"	"Sbh2p"	5	2
"195168..196517"	"+"	449	398364347	"GPA2"	"YER020W"	"-"	"-"	"Gpa2p"	5	2
"196948..198519"	"+"	523	6320859	"RPN3"	"YER021W"	"-"	"-"	"proteasome regulatory particle lid subunit RPN3"	5	2
"198812..200875"	"+"	687	6320860	"SRB4"	"YER022W"	"-"	"-"	"Srb4p"	5	2
"201076..201936"	"+"	286	398364353	"PRO3"	"YER023W"	"-"	"-"	"pyrroline-5-carboxylate reductase"	5	2
"202192..204963"	"+"	923	6320862	"YAT2"	"YER024W"	"-"	"-"	"carnitine O-acetyltransferase YAT2"	5	2
"205251..206834"	"+"	527	6320863	"GCD11"	"YER025W"	"-"	"-"	"Gcd11p"	5	2
"207644..208474"	"-"	276	398364359	"CHO1"	"YER026C"	"-"	"-"	"CDP-diacylglycerol-serine O-phosphatidyltransferase"	5	2
"208979..210232"	"-"	417	6320865	"GAL83"	"YER027C"	"-"	"-"	"Gal83p"	5	2
"210692..211876"	"-"	394	6320866	"MIG3"	"YER028C"	"-"	"-"	"Mig3p"	5	2
"212587..213177"	"-"	196	398364369	"SMB1"	"YER029C"	"-"	"-"	"Smb1p"	5	2
"213437..213898"	"+"	153	83578097	"CHZ1"	"YER030W"	"-"	"-"	"Chz1p"	5	2
"214076..214747"	"-"	223	6320869	"YPT31"	"YER031C"	"-"	"-"	"Ypt31p"	5	2
"215063..217693"	"+"	876	398364379	"FIR1"	"YER032W"	"-"	"-"	"Fir1p"	5	2
"218057..221287"	"-"	1076	6320871	"ZRG8"	"YER033C"	"-"	"-"	"Zrg8p"	5	2
"221846..222403"	"+"	185	6320872	"-"	"YER034W"	"-"	"-"	"hypothetical protein"	5	2
"222639..223076"	"+"	145	398364385	"EDC2"	"YER035W"	"-"	"-"	"Edc2p"	5	2
"223367..225199"	"-"	610	6320874	"ARB1"	"YER036C"	"-"	"-"	"ATP-binding cassette family ATPase ARB1"	5	2
"225889..226854"	"+"	321	6320875	"PHM8"	"YER037W"	"-"	"-"	"Phm8p"	5	2
"226858..228252"	"-"	464	398364391	"KRE29"	"YER038C"	"-"	"-"	"Kre29p"	5	2
"228456..229205"	"-"	249	6320877	"HVG1"	"YER039C"	"-"	"-"	"Hvg1p"	5	2
"229263..229481"	"-"	72	6320878	"-"	"YER039C-A"	"-"	"-"	"hypothetical protein"	5	2
"229795..231987"	"+"	730	398364401	"GLN3"	"YER040W"	"-"	"-"	"Gln3p"	5	2
"232461..234740"	"+"	759	330443522	"YEN1"	"YER041W"	"-"	"-"	"Yen1p"	5	2
"234937..235491"	"+"	184	6320881	"MXR1"	"YER042W"	"-"	"-"	"Mxr1p"	5	2
"235770..237119"	"-"	449	398364417	"SAH1"	"YER043C"	"-"	"-"	"adenosylhomocysteinase"	5	2
"237570..238016"	"-"	148	6320883	"ERG28"	"YER044C"	"-"	"-"	"Erg28p"	5	2
"238460..239774"	"-"	408	6320884	"MEI4"	"YER044C-A"	"-"	"-"	"Mei4p"	5	2
"240032..241501"	"-"	489	398364425	"ACA1"	"YER045C"	"-"	"-"	"Aca1p"	5	2
"243180..243611"	"+"	143	6320886	"SPO73"	"YER046W"	"-"	"-"	"Spo73p"	5	2
"243810..246503"	"-"	897	6320887	"SAP1"	"YER047C"	"-"	"-"	"putative AAA family ATPase SAP1"	5	2
"246982..248157"	"-"	391	398364433	"CAJ1"	"YER048C"	"-"	"-"	"Caj1p"	5	2
"250718..251002"	"+"	94	6320889	"ISD11"	"YER048W-A"	"-"	"-"	"Isd11p"	5	2
"264..4097"	"-"	1277	6320756	"-"	"YEL077C"	"-"	"-"	"Y' element ATP-dependent helicase"	5	2
"4185..5114"	"-"	216	6320759	"-"	"YEL076C-A"	"-"	"-"	"hypothetical protein"	5	2
"4464..5114"	"-"	216	6320758	"-"	"YEL076C"	"-"	"-"	"hypothetical protein"	5	2
"5345..5713"	"-"	122	6320760	"-"	"YEL075C"	"-"	"-"	"hypothetical protein"	5	2
"7230..7553"	"-"	107	6320762	"-"	"YEL073C"	"-"	"-"	"hypothetical protein"	5	2
"13720..14415"	"+"	231	6320763	"RMD6"	"YEL072W"	"-"	"-"	"Rmd6p"	5	2
"16355..17845"	"+"	496	6320764	"DLD3"	"YEL071W"	"-"	"-"	"Dld3p"	5	2
"19589..21097"	"+"	502	6320765	"DSF1"	"YEL070W"	"-"	"-"	"mannitol dehydrogenase DSF1"	5	2
"21537..23231"	"-"	564	6320766	"HXT13"	"YEL069C"	"-"	"-"	"Hxt13p"	5	2
"25646..25978"	"-"	110	398364217	"-"	"YEL068C"	"-"	"-"	"hypothetical protein"	5	2
"26189..26776"	"-"	195	6320769	"-"	"YEL067C"	"-"	"-"	"hypothetical protein"	5	2
"26667..27206"	"+"	179	6320768	"HPA3"	"YEL066W"	"-"	"-"	"Hpa3p"	5	2
"27657..29543"	"+"	628	398364221	"SIT1"	"YEL065W"	"-"	"-"	"Sit1p"	5	2
"29797..31239"	"-"	480	6320771	"AVT2"	"YEL064C"	"-"	"-"	"Avt2p"	5	2
"31694..33466"	"-"	590	6320772	"CAN1"	"YEL063C"	"-"	"-"	"Can1p"	5	2
"34407..36254"	"+"	615	398364223	"NPR2"	"YEL062W"	"-"	"-"	"Npr2p"	5	2
"36535..39537"	"-"	1000	37362641	"CIN8"	"YEL061C"	"-"	"-"	"Cin8p"	5	2
"40046..41953"	"-"	635	6320775	"PRB1"	"YEL060C"	"-"	"-"	"Prb1p"	5	2
"42400..42624"	"-"	74	398364227	"SOM1"	"YEL059C-A"	"-"	"-"	"Som1p"	5	2
"43252..44925"	"+"	557	6320777	"PCM1"	"YEL058W"	"-"	"-"	"phosphoacetylglucosamine mutase PCM1"	5	2
"45020..45721"	"-"	233	6320778	"-"	"YEL057C"	"-"	"-"	"hypothetical protein"	5	2
"47168..48373"	"+"	401	398364231	"HAT2"	"YEL056W"	"-"	"-"	"Hat2p"	5	2
"48471..51539"	"-"	1022	6320780	"POL5"	"YEL055C"	"-"	"-"	"Pol5p"	5	2
"52721..53218"	"-"	165	6320781	"RPL12A"	"YEL054C"	"-"	"-"	"ribosomal 60S subunit protein L12A"	5	2
"53901..56102"	"-"	733	398364233	"MAK10"	"YEL053C"	"-"	"-"	"Mak10p"	5	2
"56571..58100"	"+"	509	6320783	"AFG1"	"YEL052W"	"-"	"-"	"Afg1p"	5	2
"58378..59148"	"+"	256	6320784	"VMA8"	"YEL051W"	"-"	"-"	"Vma8p"	5	2
"59670..60851"	"-"	393	398364237	"RML2"	"YEL050C"	"-"	"-"	"mitochondrial 54S ribosomal protein RML2"	5	2
"63728..64090"	"+"	120	6320786	"PAU2"	"YEL049W"	"-"	"-"	"Pau2p"	5	2
"64709..65167"	"-"	152	6320787	"TCA17"	"YEL048C"	"-"	"-"	"Tca17p"	5	2
"65385..66797"	"-"	470	398364239	"FRD1"	"YEL047C"	"-"	"-"	"Frd1p"	5	2
"67629..68792"	"-"	387	6320789	"GLY1"	"YEL046C"	"-"	"-"	"threonine aldolase GLY1"	5	2
"69757..70257"	"+"	166	6320791	"IES6"	"YEL044W"	"-"	"-"	"Ies6p"	5	2
"70478..73348"	"+"	956	398364243	"-"	"YEL043W"	"-"	"-"	"hypothetical protein"	5	2
"73771..75327"	"+"	518	6320793	"GDA1"	"YEL042W"	"-"	"-"	"Gda1p"	5	2
"75944..77431"	"+"	495	6320794	"YEF1"	"YEL041W"	"-"	"-"	"Yef1p"	5	2
"78053..79456"	"+"	467	398364247	"UTR2"	"YEL040W"	"-"	"-"	"Utr2p"	5	2
"79636..79977"	"-"	113	6320796	"CYC7"	"YEL039C"	"-"	"-"	"Cyc7p"	5	2
"80462..81145"	"+"	227	99030924	"UTR4"	"YEL038W"	"-"	"-"	"putative acireductone synthase UTR4"	5	2
"81407..82603"	"-"	398	398364251	"RAD23"	"YEL037C"	"-"	"-"	"Rad23p"	5	2
"83050..84552"	"-"	500	6320799	"ANP1"	"YEL036C"	"-"	"-"	"Anp1p"	5	2
"85045..85545"	"-"	166	6320800	"UTR5"	"YEL035C"	"-"	"-"	"Utr5p"	5	2
"85676..86149"	"+"	157	398364255	"HYP2"	"YEL034W"	"-"	"-"	"Hyp2p"	5	2
"86179..86598"	"+"	139	6320802	"MTC7"	"YEL033W"	"-"	"-"	"Mtc7p"	5	2
"86937..89852"	"+"	971	6320803	"MCM3"	"YEL032W"	"-"	"-"	"Mcm3p"	5	2
"90258..93905"	"+"	1215	398364257	"SPF1"	"YEL031W"	"-"	"-"	"Spf1p"	5	2
"94644..96578"	"+"	644	6320805	"ECM10"	"YEL030W"	"-"	"-"	"Hsp70 family ATPase ECM10"	5	2
"96858..97796"	"-"	312	6320806	"BUD16"	"YEL029C"	"-"	"-"	"putative pyridoxal kinase BUD16"	5	2
"100769..101251"	"+"	160	398364261	"VMA3"	"YEL027W"	"-"	"-"	"Vma3p"	5	2
"101943..102323"	"+"	126	6320809	"SNU13"	"YEL026W"	"-"	"-"	"Snu13p"	5	2
"102581..106147"	"-"	1188	6320810	"-"	"YEL025C"	"-"	"-"	"hypothetical protein"	5	2
"107260..107907"	"+"	215	398364263	"RIP1"	"YEL024W"	"-"	"-"	"ubiquinol--cytochrome-c reductase catalytic subunit RIP1"	5	2
"108504..110552"	"-"	682	6320812	"-"	"YEL023C"	"-"	"-"	"hypothetical protein"	5	2
"111421..115800"	"+"	1459	6320813	"GEA2"	"YEL022W"	"-"	"-"	"Gea2p"	5	2
"116167..116970"	"+"	267	398364267	"URA3"	"YEL021W"	"-"	"-"	"orotidine-5'-phosphate decarboxylase"	5	2
"117211..117474"	"+"	87	6320815	"TIM9"	"YEL020W-A"	"-"	"-"	"Tim9p"	5	2
"118617..120299"	"-"	560	6320816	"-"	"YEL020C"	"-"	"-"	"putative indolepyruvate decarboxylase family protein"	5	2
"120498..121301"	"-"	267	398364273	"MMS21"	"YEL019C"	"-"	"-"	"SUMO ligase MMS21"	5	2
"121471..122310"	"+"	279	6320818	"EAF5"	"YEL018W"	"-"	"-"	"Eaf5p"	5	2
"122798..122929"	"-"	43	6320819	"PMP2"	"YEL017C-A"	"-"	"-"	"Pmp2p"	5	2
"123657..124670"	"+"	337	398364275	"GTT3"	"YEL017W"	"-"	"-"	"Gtt3p"	5	2
"124737..126218"	"-"	493	6320821	"NPP2"	"YEL016C"	"-"	"-"	"Npp2p"	5	2
"126629..128284"	"+"	551	6320822	"EDC3"	"YEL015W"	"-"	"-"	"Edc3p"	5	2
"128825..130561"	"+"	578	398364279	"VAC8"	"YEL013W"	"-"	"-"	"Vac8p"	5	2
"138204..143517"	"+"	1770	14318520	"-"	"YFL002W-A"	"-"	"-"	"gag-pol fusion protein"	6	2
"138204..139520"	"+"	438	7839169	"-"	"YFL002W-B"	"-"	"-"	"gag protein"	6	2
"145114..146934"	"-"	606	14318521	"SPB4"	"YFL002C"	"-"	"-"	"Spb4p"	6	2
"147131..148459"	"+"	442	14318522	"DEG1"	"YFL001W"	"-"	"-"	"pseudouridine synthase DEG1"	6	2
"149110..149724"	"+"	204	14318523	"LOC1"	"YFR001W"	"-"	"-"	"Loc1p"	6	2
"150016..152535"	"+"	839	14318524	"NIC96"	"YFR002W"	"-"	"-"	"Nic96p"	6	2
"152657..153124"	"-"	155	14318525	"YPI1"	"YFR003C"	"-"	"-"	"Ypi1p"	6	2
"153393..154313"	"+"	306	14318526	"RPN11"	"YFR004W"	"-"	"-"	"proteasome regulatory particle lid subunit RPN11"	6	2
"154527..155873"	"-"	448	14318527	"SAD1"	"YFR005C"	"-"	"-"	"Sad1p"	6	2
"156145..157752"	"+"	535	14318528	"-"	"YFR006W"	"-"	"-"	"putative Xaa-Pro dipeptidase"	6	2
"159299..160360"	"+"	353	14318529	"YFH7"	"YFR007W"	"-"	"-"	"Yfh7p"	6	2
"160535..161200"	"+"	221	14318530	"FAR7"	"YFR008W"	"-"	"-"	"Far7p"	6	2
"162488..164746"	"+"	752	14318531	"GCN20"	"YFR009W"	"-"	"-"	"putative AAA family ATPase GCN20"	6	2
"165067..166566"	"+"	499	14318532	"UBP6"	"YFR010W"	"-"	"-"	"Ubp6p"	6	2
"166746..167258"	"-"	170	14318533	"AIM13"	"YFR011C"	"-"	"-"	"Aim13p"	6	2
"167888..168496"	"+"	202	14318534	"DCV1"	"YFR012W"	"-"	"-"	"Dcv1p"	6	2
"169224..169310"	"+"	28	13129167	"-"	"YFR012W-A"	"-"	"-"	"hypothetical protein"	6	2
"169922..172285"	"+"	787	14318535	"IOC3"	"YFR013W"	"-"	"-"	"Ioc3p"	6	2
"172537..173877"	"-"	446	14318536	"CMK1"	"YFR014C"	"-"	"-"	"Cmk1p"	6	2
"174265..176391"	"-"	708	14318537	"GSY1"	"YFR015C"	"-"	"-"	"glycogen (starch) synthase GSY1"	6	2
"177042..180743"	"-"	1233	14318538	"-"	"YFR016C"	"-"	"-"	"hypothetical protein"	6	2
"182274..182861"	"-"	195	14318539	"IGD1"	"YFR017C"	"-"	"-"	"Igd1p"	6	2
"183131..184222"	"-"	363	14318540	"-"	"YFR018C"	"-"	"-"	"hypothetical protein"	6	2
"184502..191338"	"+"	2278	330443539	"FAB1"	"YFR019W"	"-"	"-"	"1-phosphatidylinositol-3-phosphate 5-kinase"	6	2
"192737..193435"	"+"	232	398364319	"-"	"YFR020W"	"-"	"-"	"hypothetical protein"	6	2
"194812..196314"	"+"	500	16740527	"ATG18"	"YFR021W"	"-"	"-"	"Atg18p"	6	2
"196833..199034"	"+"	733	398364325	"ROG3"	"YFR022W"	"-"	"-"	"Rog3p"	6	2
"199874..201709"	"+"	611	14318545	"PES4"	"YFR023W"	"-"	"-"	"Pes4p"	6	2
"201960..203433"	"-"	459	398364327	"LSB3"	"YFR024C-A"	"-"	"-"	"Lsb3p"	6	2
"203743..204750"	"-"	335	14318548	"HIS2"	"YFR025C"	"-"	"-"	"histidinol-phosphatase"	6	2
"205748..206257"	"-"	169	398364333	"ULI1"	"YFR026C"	"-"	"-"	"Uli1p"	6	2
"207452..208297"	"+"	281	14318550	"ECO1"	"YFR027W"	"-"	"-"	"Eco1p"	6	2
"208413..210068"	"-"	551	398364341	"CDC14"	"YFR028C"	"-"	"-"	"Cdc14p"	6	2
"210937..212973"	"+"	678	14318552	"PTR3"	"YFR029W"	"-"	"-"	"Ptr3p"	6	2
"213312..216419"	"+"	1035	398364343	"MET10"	"YFR030W"	"-"	"-"	"sulfite reductase subunit alpha"	6	2
"216594..220106"	"-"	1170	14318554	"SMC2"	"YFR031C"	"-"	"-"	"condensin subunit SMC2"	6	2
"220507..221418"	"-"	254	398364349	"RPL2A"	"YFR031C-A"	"-"	"-"	"ribosomal 60S subunit protein L2A"	6	2
"222090..222959"	"-"	289	14318556	"RRT5"	"YFR032C"	"-"	"-"	"Rrt5p"	6	2
"223258..223437"	"-"	59	398364355	"RPL29"	"YFR032C-A"	"-"	"-"	"ribosomal 60S subunit protein L29"	6	2
"223710..223973"	"-"	87	33438790	"-"	"YFR032C-B"	"-"	"-"	"hypothetical protein"	6	2
"224326..224769"	"-"	147	398364365	"QCR6"	"YFR033C"	"-"	"-"	"ubiquinol--cytochrome-c reductase subunit 6"	6	2
"225020..225958"	"-"	312	14318559	"PHO4"	"YFR034C"	"-"	"-"	"Pho4p"	6	2
"226121..226465"	"-"	114	398364367	"-"	"YFR035C"	"-"	"-"	"hypothetical protein"	6	2
"226963..227337"	"+"	124	14318561	"CDC26"	"YFR036W"	"-"	"-"	"anaphase promoting complex subunit CDC26"	6	2
"227513..229186"	"-"	557	398364371	"RSC8"	"YFR037C"	"-"	"-"	"Rsc8p"	6	2
"229380..231941"	"+"	853	42742173	"IRC5"	"YFR038W"	"-"	"-"	"Irc5p"	6	2
"232012..233544"	"-"	510	398364375	"-"	"YFR039C"	"-"	"-"	"hypothetical protein"	6	2
"234242..237250"	"+"	1002	330443542	"SAP155"	"YFR040W"	"-"	"-"	"Sap155p"	6	2
"237368..238255"	"-"	295	398364381	"ERJ5"	"YFR041C"	"-"	"-"	"Erj5p"	6	2
"238458..239060"	"+"	200	14318567	"KEG1"	"YFR042W"	"-"	"-"	"Keg1p"	6	2
"239114..239827"	"-"	237	398364387	"IRC6"	"YFR043C"	"-"	"-"	"Irc6p"	6	2
"239992..241437"	"-"	481	14318569	"DUG1"	"YFR044C"	"-"	"-"	"metallodipeptidase"	6	2
"241998..242999"	"+"	309	398364393	"-"	"YFR045W"	"-"	"-"	"hypothetical protein"	6	2
"243074..244159"	"-"	361	14318571	"CNN1"	"YFR046C"	"-"	"-"	"Cnn1p"	6	2
"244279..245166"	"-"	295	398364399	"BNA6"	"YFR047C"	"-"	"-"	"nicotinate-nucleotide diphosphorylase (carboxylating)"	6	2
"246146..248134"	"+"	662	22532998	"RMD8"	"YFR048W"	"-"	"-"	"Rmd8p"	6	2
"248523..248894"	"+"	123	398364405	"YMR31"	"YFR049W"	"-"	"-"	"mitochondrial 37S ribosomal protein YMR31"	6	2
"249066..249866"	"-"	266	14318575	"PRE4"	"YFR050C"	"-"	"-"	"proteasome core particle subunit beta 7"	6	2
"250163..251803"	"-"	546	398364409	"RET2"	"YFR051C"	"-"	"-"	"Ret2p"	6	2
"252505..253329"	"+"	274	14318577	"RPN12"	"YFR052W"	"-"	"-"	"proteasome regulatory particle lid subunit RPN12"	6	2
"253592..255049"	"-"	485	398364415	"HXK1"	"YFR053C"	"-"	"-"	"hexokinase 1"	6	2
"264204..265226"	"+"	340	14318580	"IRC7"	"YFR055W"	"-"	"-"	"cysteine-S-conjugate beta-lyase IRC7"	6	2
"269061..269516"	"+"	151	398364423	"-"	"YFR057W"	"-"	"-"	"hypothetical protein"	6	2
"53..535"	"+"	160	14318451	"-"	"YFL068W"	"-"	"-"	"hypothetical protein"	6	2
"836..1363"	"+"	175	14318452	"-"	"YFL067W"	"-"	"-"	"hypothetical protein"	6	2
"1437..2615"	"-"	392	14318453	"-"	"YFL066C"	"-"	"-"	"Y' element ATP-dependent helicase"	6	2
"3030..3338"	"-"	102	14318454	"-"	"YFL065C"	"-"	"-"	"hypothetical protein"	6	2
"3322..3846"	"-"	174	14318455	"-"	"YFL064C"	"-"	"-"	"hypothetical protein"	6	2
"6426..7565"	"+"	379	14318457	"COS4"	"YFL062W"	"-"	"-"	"Cos4p"	6	2
"9545..10222"	"+"	225	14318458	"DDI2"	"YFL061W"	"-"	"-"	"Ddi2p"	6	2
"10301..10969"	"-"	222	14318459	"SNO3"	"YFL060C"	"-"	"-"	"Sno3p"	6	2
"11363..12259"	"+"	298	14318460	"SNZ3"	"YFL059W"	"-"	"-"	"Snz3p"	6	2
"12929..13951"	"+"	340	14318461	"THI5"	"YFL058W"	"-"	"-"	"Thi5p"	6	2
"14305..14763"	"-"	152	14318462	"AAD16"	"YFL057C"	"-"	"-"	"Aad16p"	6	2
"14793..15431"	"-"	212	14318463	"AAD6"	"YFL056C"	"-"	"-"	"Aad6p"	6	2
"17004..18680"	"+"	558	14318464	"AGP3"	"YFL055W"	"-"	"-"	"Agp3p"	6	2
"20847..22787"	"-"	646	14318465	"-"	"YFL054C"	"-"	"-"	"hypothetical protein"	6	2
"23423..25198"	"+"	591	14318466	"DAK2"	"YFL053W"	"-"	"-"	"Dak2p"	6	2
"28232..29629"	"+"	465	14318467	"-"	"YFL052W"	"-"	"-"	"hypothetical protein"	6	2
"30058..30540"	"-"	160	14318468	"-"	"YFL051C"	"-"	"-"	"hypothetical protein"	6	2
"33272..35848"	"-"	858	14318469	"ALR2"	"YFL050C"	"-"	"-"	"putative Mg(2+) transporter ALR2"	6	2
"36803..38674"	"+"	623	14318470	"SWP82"	"YFL049W"	"-"	"-"	"Swp82p"	6	2
"38843..40180"	"-"	445	14318471	"EMP47"	"YFL048C"	"-"	"-"	"Emp47p"	6	2
"40421..42565"	"+"	714	16198342	"RGD2"	"YFL047W"	"-"	"-"	"Rgd2p"	6	2
"42815..43438"	"+"	207	14318473	"FMP32"	"YFL046W"	"-"	"-"	"Fmp32p"	6	2
"43628..44392"	"-"	254	14318474	"SEC53"	"YFL045C"	"-"	"-"	"phosphomannomutase SEC53"	6	2
"44655..45560"	"-"	301	14318475	"OTU1"	"YFL044C"	"-"	"-"	"Otu1p"	6	2
"45720..47744"	"-"	674	14318476	"-"	"YFL042C"	"-"	"-"	"hypothetical protein"	6	2
"48734..48925"	"+"	63	33438789	"-"	"YFL041W-A"	"-"	"-"	"hypothetical protein"	6	2
"49139..51007"	"+"	622	14318477	"FET5"	"YFL041W"	"-"	"-"	"Fet5p"	6	2
"51350..52972"	"+"	540	14318478	"-"	"YFL040W"	"-"	"-"	"hypothetical protein"	6	2
"53260..54696"	"-"	375	14318479	"ACT1"	"YFL039C"	"-"	"-"	"actin"	6	2
"55366..55986"	"-"	206	14318480	"YPT1"	"YFL038C"	"-"	"-"	"Ypt1p"	6	2
"56336..57709"	"+"	457	14318481	"TUB2"	"YFL037W"	"-"	"-"	"Tub2p"	6	2
"58782..62837"	"+"	1351	14318482	"RPO41"	"YFL036W"	"-"	"-"	"Rpo41p"	6	2
"63016..63993"	"-"	287	14318483	"MOB2"	"YFL034C-B"	"-"	"-"	"Mob2p"	6	2
"64243..64932"	"-"	122	14318484	"RPL22B"	"YFL034C-A"	"-"	"-"	"ribosomal 60S subunit protein L22B"	6	2
"65477..68698"	"+"	1073	330443533	"-"	"YFL034W"	"-"	"-"	"hypothetical protein"	6	2
"69115..74427"	"-"	1770	14318486	"RIM15"	"YFL033C"	"-"	"-"	"Rim15p"	6	2
"75179..76147"	"+"	238	14318488	"HAC1"	"YFL031W"	"-"	"-"	"Hac1p"	6	2
"76831..77988"	"+"	385	14318489	"AGX1"	"YFL030W"	"-"	"-"	"alanine--glyoxylate transaminase"	6	2
"78055..79161"	"-"	368	14318490	"CAK1"	"YFL029C"	"-"	"-"	"Cak1p"	6	2
"79344..80213"	"-"	289	14318491	"CAF16"	"YFL028C"	"-"	"-"	"putative ATP-binding cassette family ATPase CAF16"	6	2
"80419..81912"	"-"	497	16740526	"GYP8"	"YFL027C"	"-"	"-"	"Gyp8p"	6	2
"82580..83875"	"+"	431	330443535	"STE2"	"YFL026W"	"-"	"-"	"Ste2p"	6	2
"84145..87234"	"-"	1029	14318494	"BST1"	"YFL025C"	"-"	"-"	"Bst1p"	6	2
"87847..90345"	"-"	832	14318495	"EPL1"	"YFL024C"	"-"	"-"	"Epl1p"	6	2
"90986..93376"	"+"	796	22532997	"BUD27"	"YFL023W"	"-"	"-"	"Bud27p"	6	2
"93499..95010"	"-"	503	14318497	"FRS2"	"YFL022C"	"-"	"-"	"phenylalanine--tRNA ligase subunit alpha"	6	2
"95966..97498"	"+"	510	14318498	"GAT1"	"YFL021W"	"-"	"-"	"Gat1p"	6	2
"99231..99599"	"-"	122	14318499	"PAU5"	"YFL020C"	"-"	"-"	"Pau5p"	6	2
"101628..103127"	"-"	499	14318501	"LPD1"	"YFL018C"	"-"	"-"	"dihydrolipoyl dehydrogenase"	6	2
"103699..103932"	"+"	77	14318502	"SMX2"	"YFL017W-A"	"-"	"-"	"Smx2p"	6	2
"103983..104462"	"-"	159	14318503	"GNA1"	"YFL017C"	"-"	"-"	"glucosamine 6-phosphate N-acetyltransferase"	6	2
"104701..106236"	"-"	511	14318504	"MDJ1"	"YFL016C"	"-"	"-"	"Mdj1p"	6	2
"107256..107585"	"+"	109	14318506	"HSP12"	"YFL014W"	"-"	"-"	"Hsp12p"	6	2
"107852..109930"	"-"	692	14318508	"IES1"	"YFL013C"	"-"	"-"	"Ies1p"	6	2
"110647..111093"	"+"	148	14318509	"-"	"YFL012W"	"-"	"-"	"hypothetical protein"	6	2
"112345..113985"	"+"	546	14318510	"HXT10"	"YFL011W"	"-"	"-"	"Hxt10p"	6	2
"114990..115274"	"+"	94	14318511	"AUA1"	"YFL010W-A"	"-"	"-"	"Aua1p"	6	2
"115108..115743"	"-"	211	18702303	"WWM1"	"YFL010C"	"-"	"-"	"Wwm1p"	6	2
"116145..118484"	"+"	779	14318513	"CDC4"	"YFL009W"	"-"	"-"	"SCF ubiquitin ligase complex subunit CDC4"	6	2
