gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b1440,2,42.2950228,E,ydcS,381,"polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog",cp,FALSE,,,,
b1441,2,37.0404667,E,ydcT,337,putative spermidine/putrescine transporter subunit,cp,FALSE,,,,
b1442,2,34.359936,E,ydcU,313,putative spermidine/putrescine transporter subunit,cp,FALSE,,,,
b1443,2,28.7217517,E,ydcV,264,putative spermidine/putrescine transporter subunit,cp,FALSE,,,,
b0854,1,40.8394837,E,potF,370,putrescine transporter subunit: periplasmic-binding component of ABC superfamily,cp,FALSE,R_PTRCabcpp,2,9,( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b0854  and  b0855  and  b0856  and  b0857 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )
b0855,1,41.9305762,E,potG,377,putrescine transporter subunit: ATP-binding component of ABC superfamily,cp,FALSE,R_PTRCabcpp,2,9,( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b0854  and  b0855  and  b0856  and  b0857 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )
b0856,1,35.4893757,E,potH,317,putrescine transporter subunit: membrane component of ABC superfamily,cp,FALSE,R_PTRCabcpp,2,9,( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b0854  and  b0855  and  b0856  and  b0857 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )
b0857,1,30.5404801,E,potI,281,putrescine transporter subunit: membrane component of ABC superfamily,cp,FALSE,R_PTRCabcpp,2,9,( ( b1440  and  b1441  and  b1442  and  b1443 )  or  ( b0854  and  b0855  and  b0856  and  b0857 )  or  ( b1126  and  b1125  and  b1124  and  b1123 ) )
b1126,2,43.0280632,E,potA,378,polyamine transporter subunit,cp,FALSE,,,,
b1125,2,31.0618638,E,potB,275,polyamine transporter subunit,cp,FALSE,,,,
b1124,2,29.1108419,E,potC,264,polyamine transporter subunit,cp,FALSE,,,,
b1123,2,38.8669092,E,potD,348,polyamine transporter subunit,cp,FALSE,,,,
b1296,1,50.8528023,E,puuP,461,putrescine importer,cp,FALSE,R_PTRCt2pp,1,0,( b1296  or  b0692 )
b2407,5,29.8345404,F,xapA,277,purine nucleoside phosphorylase II,c,FALSE,,,,
b1636,1,31.3220937,H,pdxY,287,pyridoxamine kinase,c,FALSE,R_PYDXK,1,0,( b2418  or  b1636 )
b1854,1,51.3570026,G,pykA,480,pyruvate kinase II,c,FALSE,R_PYK,1,0,( b1854  or  b1676 )
b1676,1,50.7292807,G,pykF,470,pyruvate kinase I,c,FALSE,R_PYK,1,0,( b1854  or  b1676 )
b3831,1,27.1589989,F,udp,253,uridine phosphorylase,c,FALSE,R_PYNP2r,0,0,b3831
b3029,2,11.5323687,S,ygiN,104,quinol monooxygenase,c,TRUE,,,,
b0750,1,38.2406955,H,nadA,347,"quinolinate synthase, subunit A",c,FALSE,R_QULNS,0,0,b0750
b4094,1,20.7295125,P,phnN,185,"ribose 1,5-bisphosphokinase",c,FALSE,R_R15BPK,0,0,b4094
b1662,1,23.4448209,H,ribC,213,"riboflavin synthase, alpha subunit",c,FALSE,R_RBFSa,0,0,b1662
b0415,1,16.1564326,H,ribE,156,riboflavin synthase beta chain,c,FALSE,R_RBFSb,0,0,b0415
b3752,1,32.2903662,G,rbsK,309,ribokinase,c,FALSE,R_RBK,0,0,b3752
b0063,3,61.0892096,C,araB,566,L-ribulokinase,c,FALSE,,,,
b0061,1,25.5188129,G,araD,231,L-ribulose-5-phosphate 4-epimerase,c,FALSE,R_RBP4E,2,0,( b0061  or  b4198  or  b3583 )
b4198,1,25.2776432,G,ulaF,228,L-ribulose 5-phosphate 4-epimerase,c,FALSE,R_RBP4E,2,0,( b0061  or  b4198  or  b3583 )
b3583,1,25.5607696,G,yiaS,231,L-ribulose-5-phosphate 4-epimerase,c,FALSE,R_RBP4E,2,0,( b0061  or  b4198  or  b3583 )
b3629,1,36.7303026,,waaS,311,lipopolysaccharide core biosynthesis protein,c,FALSE,R_RHAT1,0,0,b3629
b2687,1,19.4161457,T,luxS,171,S-ribosylhomocysteine lyase,c,FALSE,R_RHCCE,0,0,b2687
b4231,1,34.9775266,G,yjfF,331,putative sugar transporter subunit: membrane component of ABC superfamily,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b4227,1,34.3445298,G,ytfQ,318,galactofuranose binding proteint: periplasmic-binding component of ABC superfamily,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b4485,1,55.2597936,G,ytfR,500,putative sugar transporter subunit: ATP-binding component of ABC superfamily,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b4230,1,35.6588393,G,ytfT,341,putative sugar transporter subunit: membrane component of ABC superfamily,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b3749,1,55.0414223,G,rbsA,501,fused D-ribose transporter subunits of ABC superfamily: ATP-binding components,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b3751,1,30.9503515,G,rbsB,296,D-ribose transporter subunit,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b3750,1,33.4516905,G,rbsC,321,D-ribose transporter subunit,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b3748,1,15.2924545,G,rbsD,139,putative cytoplasmic sugar-binding protein,cp,FALSE,R_RIBabcpp,2,8,( ( b4231  and  b4227  and  b4485  and  b4230 )  or  ( b3749  and  b3751  and  b3750  and  b3748 )  or  ( b4087  and  b4088  and  b4086 ) )
b3904,1,54.0688557,G,rhaB,489,rhamnulokinase,c,FALSE,R_RMK,0,0,b3904
b3902,1,30.1453791,G,rhaD,274,rhamnulose-1-phosphate aldolase,c,FALSE,R_RMPA,0,0,b3902
b2234,4,85.7749347,F,nrdA,761,"ribonucleoside-diphosphate reductase 1, alpha subunit",c,FALSE,,,,
b2235,4,43.5170922,F,nrdB,376,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",c,FALSE,,,,
b2675,4,80.4786877,F,nrdE,714,"ribonucleoside-diphosphate reductase 2, alpha subunit",c,FALSE,,,,
b2676,4,36.4430794,F,nrdF,319,"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein",c,FALSE,,,,
b4238,4,80.0222598,F,nrdD,712,anaerobic ribonucleoside-triphosphate reductase,c,FALSE,,,,
b4237,4,17.4458615,O,nrdG,154,anaerobic ribonucleotide reductase activating protein,c,FALSE,,,,
b3386,1,24.5541617,G,rpe,225,D-ribulose-5-phosphate 3-epimerase,c,FALSE,R_RPE,1,0,( b3386  or  b4301 )
b4301,1,23.2143776,G,sgcE,210,KpLE2 phage-like element; predicted epimerase,c,FALSE,R_RPE,1,0,( b3386  or  b4301 )
b2914,1,22.8603144,G,rpiA,219,"ribose 5-phosphate isomerase, constitutive",c,FALSE,R_RPI,1,0,( b2914  or  b4090 )
b0638,1,23.3083838,G,cobC,203,putative alpha-ribazole-5'-P phosphatase,c,TRUE,R_RZ5PP,0,0,b0638
b0222,1,20.814677,G,gmhA,192,D-sedoheptulose 7-phosphate isomerase,c,FALSE,R_S7PI,0,0,b0222
b1745,1,49.2983537,E,astB,447,succinylarginine dihydrolase,c,FALSE,R_SADH,0,0,b1745
b2751,1,52.5582311,P,cysN,475,"sulfate adenylyltransferase, subunit 1",c,FALSE,R_SADT2,0,1,( b2751  and  b2752 )
b2752,1,35.1881795,EH,cysD,302,"sulfate adenylyltransferase, subunit 2",c,FALSE,R_SADT2,0,1,( b2751  and  b2752 )
b2705,1,27.8577801,IQR,srlD,259,sorbitol-6-phosphate dehydrogenase,c,FALSE,R_SBTPD,0,0,b2705
b2702,1,20.5802606,G,srlA,187,glucitol/sorbitol-specific enzyme IIC component of PTS,cp,FALSE,R_SBTptspp,0,4,( b2415  and  b2416  and  b2702  and  b2704  and  b2703 )
b2704,1,13.3039952,G,srlB,123,glucitol/sorbitol-specific enzyme IIA component of PTS,cp,FALSE,R_SBTptspp,0,4,( b2415  and  b2416  and  b2702  and  b2704  and  b2703 )
b2703,1,33.3319016,G,srlE,319,glucitol/sorbitol-specific enzyme IIB component of PTS,cp,FALSE,R_SBTptspp,0,4,( b2415  and  b2416  and  b2702  and  b2704  and  b2703 )
b2472,1,41.2688648,E,dapE,375,N-succinyl-diaminopimelate deacylase,c,FALSE,R_SDPDS,0,0,b2472
b3591,1,50.6070029,E,selA,463,selenocysteine synthase,c,TRUE,R_SELCYSS,0,0,b3591
b1764,1,36.6871592,E,selD,347,selenophosphate synthase,c,TRUE,R_SELNPS,0,0,b1764
b0586,1,141.9903535,Q,entF,1293,"enterobactin synthase multienzyme complex component, ATP-dependent",c,FALSE,R_SERASr,0,0,b0586
b3607,1,29.3165402,E,cysE,273,serine acetyltransferase,c,FALSE,R_SERAT,0,0,b3607
b2366,1,47.9003968,E,dsdA,442,D-serine dehydratase,c,FALSE,R_SERD_D,0,0,b2366
b4471,1,48.5215329,E,tdcG,454,L-serine dehydratase 3,c,FALSE,R_SERD_L,3,0,( b4471  or  b1814  or  b2797  or  b3708 )
b1814,2,48.9065306,E,sdaA,454,L-serine deaminase I,c,FALSE,,,,
b2797,2,48.7528183,E,sdaB,455,L-serine deaminase II,c,FALSE,,,,
b0893,2,48.413857,J,serS,430,"seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine",c,TRUE,,,,
b2796,1,46.9061794,E,sdaC,429,putative serine transporter,cp,FALSE,R_SERt2rpp,1,0,( b2796  or  b3116 )
b3116,2,48.8788078,E,tdcC,443,L-threonine/L-serine transporter,cp,FALSE,,,,
b3089,2,43.4775563,E,sstT,414,sodium:serine/threonine symporter,cp,FALSE,,,,
b0355,1,31.4243626,R,frmB,277,S-formylglutathione hydrolase,c,FALSE,R_SFGTHi,1,0,( b0355  or  b2154 )
b2154,1,31.2591754,R,yeiG,278,S-formylglutathione hydrolase,c,FALSE,R_SFGTHi,1,0,( b0355  or  b2154 )
b1744,1,35.8000365,E,astE,322,succinylglutamate desuccinylase,c,FALSE,R_SGDS,0,0,b1744
b1746,1,53.0261006,C,astD,492,succinylglutamic semialdehyde dehydrogenase,c,FALSE,R_SGSAD,0,0,b1746
b3368,3,49.9512144,H,cysG,457,"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase",c,FALSE,,,,
b1692,1,31.2277067,E,ydiB,288,"quinate/shikimate 5-dehydrogenase, NAD(P)-binding",c,FALSE,R_SHK3Dr,1,0,( b1692  or  b3281 )
b3281,1,29.4135144,E,aroE,272,"dehydroshikimate reductase, NAD(P)-binding",c,FALSE,R_SHK3Dr,1,0,( b1692  or  b3281 )
b3390,1,19.5379627,E,aroK,173,shikimate kinase I,c,FALSE,R_SHKK,1,0,( b3390  or  b0388 )
b0388,1,19.1507583,E,aroL,174,shikimate kinase II,c,FALSE,R_SHKK,1,0,( b3390  or  b0388 )
b3939,1,41.5502292,E,metB,386,"cystathionine gamma-synthase, PLP-dependent",c,FALSE,R_SHSL1,0,0,b3939
b1981,1,47.8172084,G,shiA,438,shikimate transporter,cp,FALSE,R_SKMt2pp,0,0,b1981
b1584,2,21.8869195,J,speG,186,spermidine N1-acetyltransferase,c,TRUE,,,,
b0121,1,32.321272,E,speE,288,spermidine synthase (putrescine aminopropyltransferase),c,TRUE,R_SPMS,0,0,b0121
b3908,1,23.0969799,P,sodA,206,"superoxide dismutase, Mn",c,TRUE,R_SPODM,1,0,( b3908  or  b1656 )
b1656,1,21.2656603,P,sodB,193,"superoxide dismutase, Fe",c,TRUE,R_SPODM,1,0,( b3908  or  b1656 )
b1646,1,17.6809183,P,sodC,173,"superoxide dismutase, Cu, Zn, periplasmic",p,TRUE,R_SPODMpp,0,0,b1646
b2661,1,51.719861,C,gabD,482,"succinate-semialdehyde dehydrogenase I, NADP-dependent",c,FALSE,R_SSALy,0,0,b2661
b2260,1,50.1844666,IQ,menE,451,O-succinylbenzoate-CoA ligase,c,TRUE,R_SUCBZL,0,0,b2260
b2261,1,35.4764717,H,menC,320,O-succinylbenzoyl-CoA synthase,c,TRUE,R_SUCBZS,0,0,b2261
b0721,1,14.2990958,C,sdhC,129,"succinate dehydrogenase, membrane subunit, binds cytochrome b556",c,FALSE,R_SUCDi,0,3,( b0721  and  b0722  and  b0723  and  b0724 )
b0722,1,12.8674782,C,sdhD,115,"succinate dehydrogenase, membrane subunit, binds cytochrome b556",c,FALSE,R_SUCDi,0,3,( b0721  and  b0722  and  b0723  and  b0724 )
b0723,1,64.4216429,C,sdhA,588,"succinate dehydrogenase, flavoprotein subunit",c,FALSE,R_SUCDi,0,3,( b0721  and  b0722  and  b0723  and  b0724 )
b0724,1,26.7698234,C,sdhB,238,"succinate dehydrogenase, FeS subunit",c,FALSE,R_SUCDi,0,3,( b0721  and  b0722  and  b0723  and  b0724 )
b0728,1,41.3924873,C,sucC,388,"succinyl-CoA synthetase, beta subunit",c,FALSE,R_SUCOAS,0,1,( b0728  and  b0729 )
b0729,1,29.7773796,C,sucD,289,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",c,FALSE,R_SUCOAS,0,1,( b0728  and  b0729 )
b1521,1,54.8080389,G,uxaB,483,"altronate oxidoreductase, NAD-dependent",c,FALSE,R_TAGURr,0,0,b1521
b2464,1,35.6586418,G,talA,316,transaldolase A,c,FALSE,R_TALA,1,0,( b2464  or  b0008 )
b0008,1,35.2190877,G,talB,317,transaldolase B,c,FALSE,R_TALA,1,0,( b2464  or  b0008 )
b3061,1,32.733461,C,ttdA,303,"L-tartrate dehydratase, alpha subunit",c,FALSE,R_TARTD,0,1,( b3061  and  b3062 )
b3062,1,22.6793959,C,ttdB,201,"L-tartrate dehydratase, beta subunit",c,FALSE,R_TARTD,0,1,( b3061  and  b3062 )
b3063,1,52.9062302,P,ttdT,487,L-tartrate/succinate antiporte,cp,FALSE,R_TARTRt7pp,0,0,b3063
b0368,1,32.4093377,Q,tauD,283,"taurine dioxygenase, 2-oxoglutarate-dependent",c,FALSE,R_TAUDO,0,0,b0368
b3790,1,24.2202623,,wecD,224,TDP-fucosamine acetyltransferase,c,FALSE,R_TDPADGAT,0,0,b3790
b3791,1,41.9008903,M,wecE,376,TDP-4-oxo-6-deoxy-D-glucose transaminase,c,FALSE,R_TDPAGTA,0,0,b3791
b2038,1,21.2700045,M,rfbC,185,"dTDP-4-deoxyrhamnose-3,5-epimerase",c,FALSE,R_TDPDRE,0,0,b2038
b2040,1,32.6939838,M,rfbD,299,"dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase",c,FALSE,R_TDPDRR,0,0,b2040
b2041,1,40.5581275,M,rfbB,361,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",c,FALSE,R_TDPGDH,1,0,( b2041  or  b3788 )
b3788,1,39.7536693,M,rffG,355,"dTDP-glucose 4,6-dehydratase",c,FALSE,R_TDPGDH,1,0,( b2041  or  b3788 )
b0915,1,35.5891447,M,lpxK,328,lipid A 4'kinase,c,FALSE,R_TDSK,0,0,b0915
b3132,1,47.1922328,G,kbaZ,426,"tagatose 6-phosphate aldolase 1, kbaZ subunit",c,FALSE,R_TGBPA,1,2,( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )
b3137,1,31.2935706,G,kbaY,286,"tagatose 6-phosphate aldolase 1, kbaY subunit",c,FALSE,R_TGBPA,1,2,( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )
b2095,1,47.1085486,G,gatZ,420,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",c,FALSE,R_TGBPA,1,2,( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )
b2096,1,30.8118212,G,gatY,284,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",c,FALSE,R_TGBPA,1,2,( ( b3132  and  b3137 )  or  ( b2095  and  b2096 ) )
b0166,1,29.8919726,E,dapD,274,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",c,FALSE,R_THDPS,0,0,b0166
b2480,1,17.6338703,O,bcp,156,"peroxiredoxin; thiol peroxidase, thioredoxin-dependent",c,FALSE,R_THIORDXi,1,2,( ( b2480  and  b2582 )  or  ( b2480  and  b3781 ) )
b0068,1,36.163245,H,thiB,327,thiamin transporter subunit,cp,FALSE,R_THMabcpp,0,2,( b0068  and  b0067  and  b0066 )
b0067,1,59.5329458,P,thiP,536,fused thiamin transporter subunits of ABC superfamily: membrane components,cp,FALSE,R_THMabcpp,0,2,( b0068  and  b0067  and  b0066 )
b0066,1,24.9990665,H,thiQ,232,thiamin transporter subunit,cp,FALSE,R_THMabcpp,0,2,( b0068  and  b0067  and  b0066 )
b3616,1,37.2389468,ER,tdh,341,"threonine 3-dehydrogenase, NAD(P)-binding",c,FALSE,R_THRD,0,0,b3616
b3117,1,35.2323034,E,tdcB,329,"catabolic threonine dehydratase, PLP-dependent",c,FALSE,R_THRD_L,3,0,( b3117  or  b1814  or  b2797  or  b3772 )
b3772,1,56.1950284,E,ilvA,514,threonine deaminase,c,FALSE,R_THRD_L,3,0,( b3117  or  b1814  or  b2797  or  b3772 )
b1719,1,74.0140638,J,thrS,642,threonyl-tRNA synthetase,c,TRUE,R_THRTRS,0,0,b1719
b3823,1,22.4740188,E,rhtC,206,threonine efflux pump,cp,FALSE,R_THRt2pp,1,0,( b0813  or  b3823 )
b2530,1,45.0893521,E,iscS,404,"cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent",c,FALSE,R_THZPSN,0,5,( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
b3992,1,26.9697068,H,thiF,251,"adenylyltransferase, modifies ThiS C-terminus",c,FALSE,R_THZPSN,0,5,( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
b3990,1,43.3199628,HR,thiH,377,"tyrosine lyase, involved in thiamin-thiazole moiety synthesis",c,FALSE,R_THZPSN,0,5,( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
b3991,1,26.8960036,H,thiG,256,thiamin biosynthesis ThiGH complex subunit,c,FALSE,R_THZPSN,0,5,( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
b0423,1,54.9728557,H,thiI,482,tRNA s(4)U8 sulfurtransferase,c,FALSE,R_THZPSN,0,5,( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
b4407,1,7.3112706,H,thiS,66,immediate sulfur donor in thiazole formation,c,FALSE,R_THZPSN,0,5,( b2530  and  b3992  and  ( b3990  and  b3991 )  and  b0423  and  b4407 )
b2935,2,72.2114799,G,tktA,663,"transketolase 1, thiamin-binding",c,FALSE,,,,
b2465,2,73.0424077,G,tktB,667,"transketolase 2, thiamin-binding",c,FALSE,,,,
b0996,2,43.6064139,C,torC,390,"trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit",cp,FALSE,,,,
b0997,2,94.4555492,C,torA,848,"trimethylamine N-oxide (TMAO) reductase I, catalytic subunit",cp,FALSE,,,,
b2827,1,30.47957,F,thyA,264,thymidylate synthetase,c,FALSE,R_TMDS,0,0,b2827
b1106,1,32.3971381,M,thiK,274,thiamin kinase,c,FALSE,R_TMK,0,0,b1106
b0417,1,35.070724,H,thiL,325,thiamin-monophosphate kinase,c,FALSE,R_TMPK,0,0,b0417
b3993,1,23.0151695,H,thiE,211,thiamin phosphate synthase (thiamin phosphate pyrophosphorylase),c,FALSE,R_TMPPP,0,0,b3993
b3919,1,26.9717185,G,tpiA,255,triosephosphate isomerase,c,FALSE,R_TPI,0,0,b3919
b0613,1,31.6443502,H,citG,292,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,c,TRUE,R_TPRDCOAS,0,0,b0613
b0888,1,34.622913,O,trxB,321,"thioredoxin reductase, FAD/NAD(P)-binding",c,FALSE,R_TRDR,1,2,( ( b3781  and  ( b0888  and  b0888 ) )  or  b2582 )
b4239,1,63.8374015,G,treC,551,trehalose-6-P hydrolase,c,FALSE,R_TRE6PH,0,0,b4239
b1897,1,29.1751669,G,otsB,266,"trehalose-6-phosphate phosphatase, biosynthetic",c,FALSE,R_TRE6PP,0,0,b1897
b1896,1,53.610909,G,otsA,474,trehalose-6-phosphate synthase,c,FALSE,R_TRE6PS,0,0,b1896
b3519,1,63.6964287,G,treF,549,cytoplasmic trehalase,c,FALSE,R_TREH,0,0,b3519
b1197,1,63.6364553,G,treA,565,periplasmic trehalase,p,FALSE,R_TREHpp,0,0,b1197
b4240,1,51.0805675,G,treB,473,fused trehalose(maltose)-specific PTS enzyme: IIB component/IIC component,cp,FALSE,R_TREptspp,0,3,( b2417  and  b2415  and  b2416  and  b4240 )
b1260,3,28.7240395,E,trpA,268,"tryptophan synthase, alpha subunit",c,FALSE,,,,
b1261,3,42.9828812,E,trpB,397,"tryptophan synthase, beta subunit",c,FALSE,,,,
b3384,1,37.4376802,J,trpS,334,tryptophanyl-tRNA synthetase,c,TRUE,R_TRPTRS,0,0,b3384
b3709,1,45.2104728,E,tnaB,415,tryptophan transporter of low affinity,cp,FALSE,R_TRPt2rpp,2,0,( b0112  or  b3161  or  b3709 )
b0509,1,30.8004871,I,glxR,292,"tartronate semialdehyde reductase, NADH-dependent",c,FALSE,R_TRSARr,1,0,( b0509  or  b3125 )
b3125,1,30.4273654,I,garR,294,tartronate semialdehyde reductase,c,FALSE,R_TRSARr,1,0,( b0509  or  b3125 )
b1637,1,47.526769,J,tyrS,424,tyrosyl-tRNA synthetase,c,TRUE,R_TYRTRS,0,0,b1637
b1907,1,42.8189527,E,tyrP,403,tyrosine transporter,cp,FALSE,R_TYRt2rpp,2,0,( b1907  or  b0112  or  b0576 )
b0179,1,36.0384005,M,lpxD,341,UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase,c,FALSE,R_U23GAAT,0,0,b0179
b0085,1,53.3434173,M,murE,495,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:meso-diaminopimelate ligase,c,FALSE,R_UAAGDS,0,0,b0085
b3787,1,45.8385718,M,wecC,420,UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase,c,FALSE,R_UACMAMO,0,0,b3787
b3786,1,42.2444275,M,wecB,376,UDP-N-acetyl glucosamine-2-epimerase,c,FALSE,R_UAG2E,0,0,b3786
b0181,1,28.0798903,M,lpxA,262,UDP-N-acetylglucosamine acetyltransferase,c,FALSE,R_UAGAAT,0,1,( b1094  and  b0181 )
b3189,1,44.8174903,M,murA,419,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,c,FALSE,R_UAGCVT,0,0,b3189
b0090,1,37.8145781,M,murG,355,N-acetylglucosaminyl transferase,c,FALSE,R_UAGPT3,0,0,b0090
b0088,1,46.9734724,M,murD,438,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase,c,FALSE,R_UAMAGS,0,0,b0088
b0091,1,53.6257564,M,murC,491,UDP-N-acetylmuramate:L-alanine ligase,c,FALSE,R_UAMAS,0,0,b0091
b3972,1,37.8508685,M,murB,342,"UDP-N-acetylenolpyruvoylglucosamine reductase, FAD-binding",c,FALSE,R_UAPGR,0,0,b3972
b0841,2,22.3985647,I,ybjG,198,undecaprenyl pyrophosphate phosphatase,"c,p",FALSE,,,,
b3057,2,29.7586695,V,bacA,273,undecaprenyl pyrophosphate phosphatase,"c,p",FALSE,,,,
b0174,1,28.4440207,I,ispU,253,undecaprenyl pyrophosphate synthase,c,FALSE,R_UDCPDPS,0,0,b0174
b0759,1,37.2649607,M,galE,338,UDP-galactose-4-epimerase,c,FALSE,R_UDPG4E,0,0,b0759
b2036,1,42.9656631,M,glf,367,"UDP-galactopyranose mutase, FAD/NAD(P)-binding",c,TRUE,R_UDPGALM,0,0,b2036
b2028,1,43.6566961,M,ugd,388,UDP-glucose 6-dehydrogenase,c,FALSE,R_UDPGD,0,0,b2028
b2255,2,74.288566,J,arnA,660,fused UDP-L-Ara4N formyltransferase/UDP-GlcA C-4'-decarboxylase,c,FALSE,,,,
b2253,1,41.6496878,M,arnB,379,"uridine 5'-(beta-1-threo-pentapyranosyl-4-ulose diphosphate) aminotransferase, PLP-dependent",c,FALSE,R_UDPKAAT,0,0,b2253
b0758,1,39.6455171,C,galT,348,galactose-1-phosphate uridylyltransferase,c,FALSE,R_UGLT,0,0,b0758
b0505,1,18.1694754,F,allA,160,ureidoglycolate hydrolase,c,FALSE,R_UGLYCH,0,0,b0505
b0086,1,47.4469629,M,murF,452,UDP-N-acetylmuramoyl-tripeptide:D-alanyl-D-alanine ligase,c,FALSE,R_UGMDDS,0,0,b0086
b0096,1,33.9557973,M,lpxC,305,UDP-3-O-acyl N-acetylglucosamine deacetylase,c,FALSE,R_UHGADA,0,0,b0096
b4233,2,49.8739568,M,mpl,457,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,c,FALSE,,,,
b0171,2,25.9701911,F,pyrH,241,uridylate kinase,c,FALSE,,,,
b2254,1,36.339014,M,arnC,322,undecaprenyl phosphate-L-Ara4FN transferase,c,FALSE,R_UPLA4FNT,0,0,b2254
b3803,1,42.9628267,H,hemX,393,putative uroporphyrinogen III methyltransferase,c,FALSE,R_UPP3MT,1,0,( b3803  or  b3368 )
b3804,1,27.7978254,H,hemD,246,uroporphyrinogen III synthase,c,FALSE,R_UPP3S,0,0,b3804
b3997,1,39.2479895,H,hemE,354,uroporphyrinogen decarboxylase,c,FALSE,R_UPPDC1,0,0,b3997
b2498,1,22.5331795,F,upp,208,uracil phosphoribosyltransferase,c,FALSE,R_UPPRT,0,0,b2498
b2497,1,45.0599485,F,uraA,429,uracil permease,cp,FALSE,R_URAt2pp,0,0,b2497
b1006,1,45.557258,F,rutG,442,pyrimidine permease,cp,FALSE,R_URAt2rpp,0,0,b1006
b0517,1,37.9669898,C,allD,349,ureidoglycolate dehydrogenase,c,FALSE,R_URDGLYCD,0,0,b0517
b0524,1,26.8940815,S,lpxH,240,"UDP-2,3-diacylglucosamine pyrophosphatase",c,FALSE,R_USHD,0,0,b0524
b4258,1,108.1919409,J,valS,951,valyl-tRNA synthetase,c,TRUE,R_VALTRS,0,0,b4258
b3572,1,46.7110703,E,avtA,417,valine-pyruvate aminotransferase 1,c,FALSE,R_VPAMT,0,0,b3572
b4197,1,32.0065299,G,ulaE,284,L-xylulose 5-phosphate 3-epimerase,c,FALSE,R_X5PL3E,0,0,b4197
b3565,2,49.7418047,G,xylA,440,D-xylose isomerase,c,FALSE,,,,
