gene,cnt,MW,COG1,gname,LENGTH,PRODUCT,gcmp,isblocked,rxn1,nOR,nAND,gpr
b0576,2,50.6771116,E,pheP,458,phenylalanine transporter,cp,FALSE,,,,
b2987,1,53.8085346,P,pitB,499,phosphate transporter,cp,FALSE,PIt2rpp,1,0,(b2987 or b3493)
b3493,1,53.3888552,P,pitA,499,"phosphate transporter, low-affinity; tellurite importer",cp,FALSE,PIt2rpp,1,0,(b2987 or b3493)
b3726,1,32.3216773,P,pstA,296,phosphate transporter subunit,cp,FALSE,PIuabcpp,0,3,(b3726 and b3725 and b3727 and b3728)
b3725,1,29.0271866,P,pstB,257,phosphate transporter subunit,cp,FALSE,PIuabcpp,0,3,(b3726 and b3725 and b3727 and b3728)
b3727,1,34.1208823,P,pstC,319,phosphate transporter subunit,cp,FALSE,PIuabcpp,0,3,(b3726 and b3725 and b3727 and b3728)
b3728,1,37.023723,P,pstS,346,"periplasmic phosphate binding protein, high-affinity",cp,FALSE,PIuabcpp,0,3,(b3726 and b3725 and b3727 and b3728)
b3821,42,33.1629737,M,pldA,289,outer membrane phospholipase A,p,FALSE,,,,
b2048,1,50.4623838,G,cpsG,456,phosphomannomutase,c,FALSE,PMANM,0,0,b2048
b3412,1,28.5048915,R,bioH,256,pimeloyl-ACP carboxylesterase,c,FALSE,PMEACPE,0,0,b3412
b3974,1,36.3595975,H,coaA,316,pantothenate kinase,c,FALSE,PNTK,0,0,b3974
b3258,1,51.7168373,H,panF,483,pantothenate:sodium symporter,cp,FALSE,PNTOt4pp,0,0,b3258
b1010,1,13.762803,J,rutC,128,"putative aminoacrylate deaminase, reactive intermediate detoxification",c,FALSE,POAACR,0,0,b1010
b1378,1,128.8239586,C,ydbK,1174,fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein,c,FALSE,POR5,1,2,((b0684 and b1378) or (b2895 and b1378))
b0871,1,62.0111982,EH,poxB,572,"pyruvate dehydrogenase (pyruvate oxidase), thiamin-dependent, FAD-binding",c,FALSE,POX,0,0,b0871
b4226,1,19.7034708,C,ppa,176,inorganic pyrophosphatase,c,FALSE,PPA,2,0,(b2744 or b4226 or b2502)
b2502,2,58.1357484,FP,ppx,513,exopolyphosphatase,c,FALSE,,,,
b1015,2,54.3439651,ER,putP,502,proline:sodium symporter,cp,FALSE,,,,
b0369,1,35.6247039,H,hemB,324,5-aminolevulinate dehydratase (porphobilinogen synthase),c,FALSE,PPBNGS,0,0,b0369
b3956,1,99.062216,C,ppc,883,phosphoenolpyruvate carboxylase,c,FALSE,PPC,0,0,b3956
b3639,2,43.437993,H,dfp,406,"fused 4'-phosphopantothenoylcysteine decarboxylase/phosphopantothenoylcysteine synthetase, FMN-binding",c,FALSE,,,,
b3403,1,59.6432225,C,pck,540,phosphoenolpyruvate carboxykinase,c,FALSE,PPCK,0,0,b3403
b2920,1,53.8242541,C,scpC,492,propionyl-CoA:succinate CoA transferase,c,FALSE,PPCSCT,0,0,b2920
b2501,2,80.4311185,P,ppk,688,"polyphosphate kinase, component of RNA degradosome",c,FALSE,,,,
b3380,1,44.5593462,G,yhfW,408,putative mutase,c,FALSE,PPM,1,0,(b3380 or b4383)
b4383,2,44.3697913,G,deoB,407,phosphopentomutase,c,FALSE,,,,
b3850,2,21.2262105,CH,hemG,181,"protoporphyrin oxidase, flavoprotein",c,FALSE,,,,
b2536,1,41.5925691,G,hcaT,379,putative 3-phenylpropionic transporter,cp,FALSE,PPPNt2rpp,0,0,b2536
b1702,1,87.4347968,G,ppsA,792,phosphoenolpyruvate synthase,c,FALSE,PPS,0,0,b1702
b0383,1,49.4383932,P,phoA,471,bacterial alkaline phosphatase,p,FALSE,PPTHpp,0,0,b0383
b4005,1,45.9402064,F,purD,429,phosphoribosylglycinamide synthetase phosphoribosylamine-glycine ligase,c,FALSE,PRAGSr,0,0,b4005
b2499,1,36.8539189,F,purM,345,phosphoribosylaminoimidazole synthetase,c,FALSE,PRAIS,0,0,b2499
b2026,2,22.7557335,E,hisI,203,fused phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP pyrophosphatase,c,FALSE,,,,
b2476,1,26.9949063,F,purC,237,phosphoribosylaminoimidazole-succinocarboxamide synthetase,c,FALSE,PRASCSi,0,0,b2476
b2557,1,141.4021859,F,purL,1295,phosphoribosylformyl-glycineamide synthetase,c,FALSE,PRFGS,0,0,b2557
b2024,1,26.0325309,E,hisA,245,N-(5'-phospho-L-ribosyl-formimino)-5-amino-1-(5'-phosphoribosyl)-4-imidazolecarboxamide isomerase,c,FALSE,PRMICI,0,0,b2024
b0194,1,63.6923376,J,proS,572,prolyl-tRNA synthetase,c,TRUE,PROTRS,0,0,b0194
b1207,1,34.2181594,FE,prs,315,phosphoribosylpyrophosphate synthase,c,FALSE,PRPPS,0,0,b1207
b0908,1,46.0956344,E,aroA,427,5-enolpyruvylshikimate-3-phosphate synthetase,c,FALSE,PSCVT,0,0,b0908
b4160,7,35.9342568,I,psd,322,phosphatidylserine decarboxylase,c,FALSE,,,,
b4388,1,35.0425745,E,serB,322,3-phosphoserine phosphatase,c,FALSE,PSP_L,0,0,b4388
b2585,7,52.8015458,I,pssA,451,phosphatidylserine synthase (CDP-diacylglycerol-serine O-phosphatidyltransferase),c,FALSE,,,,
b2297,2,77.1718046,R,pta,714,phosphate acetyltransferase,c,FALSE,,,,
b2458,1,36.0666134,C,eutD,338,phosphate acetyltransferase,c,FALSE,PTAr,1,0,(b2297 or b2458)
b3634,1,17.8365776,H,coaD,159,pantetheine-phosphate adenylyltransferase,c,FALSE,PTPATi,0,0,b3634
b0692,2,46.4947336,E,potE,439,putrescine/proton symporter: putrescine/ornithine antiporter,cp,FALSE,,,,
b3073,1,49.6612112,E,patA,459,"putrescine:2-oxoglutaric acid aminotransferase, PLP-dependent",c,FALSE,PTRCTA,0,0,b3073
b0854,1,40.8394837,E,potF,370,putrescine transporter subunit: periplasmic-binding component of ABC superfamily,cp,FALSE,PTRCabcpp,2,9,((b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))
b0855,1,41.9305762,E,potG,377,putrescine transporter subunit: ATP-binding component of ABC superfamily,cp,FALSE,PTRCabcpp,2,9,((b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))
b0856,1,35.4893757,E,potH,317,putrescine transporter subunit: membrane component of ABC superfamily,cp,FALSE,PTRCabcpp,2,9,((b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))
b0857,1,30.5404801,E,potI,281,putrescine transporter subunit: membrane component of ABC superfamily,cp,FALSE,PTRCabcpp,2,9,((b0854 and b0855 and b0856 and b0857) or (b1126 and b1125 and b1124 and b1123) or (b1440 and b1441 and b1442 and b1443))
b1126,2,43.0280632,E,potA,378,polyamine transporter subunit,cp,FALSE,,,,
b1125,2,31.0618638,E,potB,275,polyamine transporter subunit,cp,FALSE,,,,
b1124,2,29.1108419,E,potC,264,polyamine transporter subunit,cp,FALSE,,,,
b1123,2,38.8669092,E,potD,348,polyamine transporter subunit,cp,FALSE,,,,
b1440,2,42.2950228,E,ydcS,381,"polyhydroxybutyrate (PHB) synthase, ABC transporter periplasmic binding protein homolog",cp,FALSE,,,,
b1441,2,37.0404667,E,ydcT,337,putative spermidine/putrescine transporter subunit,cp,FALSE,,,,
b1442,2,34.359936,E,ydcU,313,putative spermidine/putrescine transporter subunit,cp,FALSE,,,,
b1443,2,28.7217517,E,ydcV,264,putative spermidine/putrescine transporter subunit,cp,FALSE,,,,
b1296,1,50.8528023,E,puuP,461,putrescine importer,cp,FALSE,PTRCt2pp,1,0,(b1296 or b0692)
b2407,5,29.8345404,F,xapA,277,purine nucleoside phosphorylase II,c,FALSE,,,,
b1636,1,31.3220937,H,pdxY,287,pyridoxamine kinase,c,FALSE,PYDXK,1,0,(b1636 or b2418)
b3826,1,29.7076304,R,yigL,266,putative hydrolase,c,FALSE,PYDXPP,2,0,(b0446 or b3826 or b0766)
b1854,1,51.3570026,G,pykA,480,pyruvate kinase II,c,FALSE,PYK,1,0,(b1854 or b1676)
b1676,1,50.7292807,G,pykF,470,pyruvate kinase I,c,FALSE,PYK,1,0,(b1854 or b1676)
b3831,1,27.1589989,F,udp,253,uridine phosphorylase,c,FALSE,PYNP2r,0,0,b3831
b1012,1,42.2187843,C,rutA,382,"pyrimidine oxygenase, FMN-dependent",c,FALSE,PYROX,0,1,(b1012 and b1007)
b1007,1,17.7492472,R,rutF,164,flavin:NADH reductase,c,FALSE,PYROX,0,1,(b1012 and b1007)
b3029,2,11.5323687,S,ygiN,104,quinol monooxygenase,c,TRUE,,,,
b1692,2,31.2277067,E,ydiB,288,"quinate/shikimate 5-dehydrogenase, NAD(P)-binding",c,FALSE,,,,
b0750,1,38.2406955,H,nadA,347,"quinolinate synthase, subunit A",c,FALSE,QULNS,0,0,b0750
b4094,1,20.7295125,P,phnN,185,"ribose 1,5-bisphosphokinase",c,FALSE,R15BPK,0,0,b4094
b1662,1,23.4448209,H,ribC,213,"riboflavin synthase, alpha subunit",c,FALSE,RBFSa,0,0,b1662
b0415,1,16.1564326,H,ribE,156,riboflavin synthase beta chain,c,FALSE,RBFSb,0,0,b0415
b3752,1,32.2903662,G,rbsK,309,ribokinase,c,FALSE,RBK,0,0,b3752
b0063,3,61.0892096,C,araB,566,L-ribulokinase,c,FALSE,,,,
b4198,1,25.2776432,G,ulaF,228,L-ribulose 5-phosphate 4-epimerase,c,FALSE,RBP4E,2,0,(b4198 or b3583 or b0061)
b3583,1,25.5607696,G,yiaS,231,L-ribulose-5-phosphate 4-epimerase,c,FALSE,RBP4E,2,0,(b4198 or b3583 or b0061)
b0061,1,25.5188129,G,araD,231,L-ribulose-5-phosphate 4-epimerase,c,FALSE,RBP4E,2,0,(b4198 or b3583 or b0061)
b3629,1,36.7303026,,waaS,311,lipopolysaccharide core biosynthesis protein,c,FALSE,RHAT1,0,0,b3629
b2687,1,19.4161457,T,luxS,171,S-ribosylhomocysteine lyase,c,FALSE,RHCCE,0,0,b2687
b3749,1,55.0414223,G,rbsA,501,fused D-ribose transporter subunits of ABC superfamily: ATP-binding components,cp,FALSE,RIBabcpp,2,8,((b4231 and b4227 and b4485 and b4230) or (b3749 and b3751 and b3750 and b3748) or (b4087 and b4088 and b4086))
b3751,1,30.9503515,G,rbsB,296,D-ribose transporter subunit,cp,FALSE,RIBabcpp,2,8,((b4231 and b4227 and b4485 and b4230) or (b3749 and b3751 and b3750 and b3748) or (b4087 and b4088 and b4086))
b3750,1,33.4516905,G,rbsC,321,D-ribose transporter subunit,cp,FALSE,RIBabcpp,2,8,((b4231 and b4227 and b4485 and b4230) or (b3749 and b3751 and b3750 and b3748) or (b4087 and b4088 and b4086))
b3748,1,15.2924545,G,rbsD,139,putative cytoplasmic sugar-binding protein,cp,FALSE,RIBabcpp,2,8,((b4231 and b4227 and b4485 and b4230) or (b3749 and b3751 and b3750 and b3748) or (b4087 and b4088 and b4086))
b3904,1,54.0688557,G,rhaB,489,rhamnulokinase,c,FALSE,RMK,0,0,b3904
b3902,1,30.1453791,G,rhaD,274,rhamnulose-1-phosphate aldolase,c,FALSE,RMPA,0,0,b3902
b2234,4,85.7749347,F,nrdA,761,"ribonucleoside-diphosphate reductase 1, alpha subunit",c,FALSE,,,,
b2235,4,43.5170922,F,nrdB,376,"ribonucleoside-diphosphate reductase 1, beta subunit, ferritin-like protein",c,FALSE,,,,
b2675,4,80.4786877,F,nrdE,714,"ribonucleoside-diphosphate reductase 2, alpha subunit",c,FALSE,,,,
b2676,4,36.4430794,F,nrdF,319,"ribonucleoside-diphosphate reductase 2, beta subunit, ferritin-like protein",c,FALSE,,,,
b4238,4,80.0222598,F,nrdD,712,anaerobic ribonucleoside-triphosphate reductase,c,FALSE,,,,
b4237,4,17.4458615,O,nrdG,154,anaerobic ribonucleotide reductase activating protein,c,FALSE,,,,
b4301,1,23.2143776,G,sgcE,210,KpLE2 phage-like element; predicted epimerase,c,FALSE,RPE,1,0,(b4301 or b3386)
b3386,1,24.5541617,G,rpe,225,D-ribulose-5-phosphate 3-epimerase,c,FALSE,RPE,1,0,(b4301 or b3386)
b2914,1,22.8603144,G,rpiA,219,"ribose 5-phosphate isomerase, constitutive",c,FALSE,RPI,1,0,(b2914 or b4090)
b0638,1,23.3083838,G,cobC,203,putative alpha-ribazole-5'-P phosphatase,c,TRUE,RZ5PP,0,0,b0638
b1683,6,54.7451262,O,sufB,495,component of SufBCD Fe-S cluster assembly scaffold,c,FALSE,,,,
b1682,6,27.5822483,O,sufC,248,"SufBCD Fe-S cluster assembly scaffold protein, ATP-binding protein",c,FALSE,,,,
b1681,6,46.8225396,O,sufD,423,component of SufBCD Fe-S cluster assembly scaffold,c,FALSE,,,,
b1679,4,15.8002632,R,sufE,138,sulfur acceptor protein,c,FALSE,,,,
b1680,4,44.4336033,E,sufS,406,"cysteine desulfurase, stimulated by SufE; selenocysteine lyase, PLP-dependent",c,FALSE,,,,
b1684,2,13.3000747,S,sufA,122,Fe-S cluster assembly protein,c,FALSE,,,,
b0222,1,20.814677,G,gmhA,192,D-sedoheptulose 7-phosphate isomerase,c,FALSE,S7PI,0,0,b0222
b1745,1,49.2983537,E,astB,447,succinylarginine dihydrolase,c,FALSE,SADH,0,0,b1745
b2751,1,52.5582311,P,cysN,475,"sulfate adenylyltransferase, subunit 1",c,FALSE,SADT2,0,1,(b2751 and b2752)
b2752,1,35.1881795,EH,cysD,302,"sulfate adenylyltransferase, subunit 2",c,FALSE,SADT2,0,1,(b2751 and b2752)
b2705,1,27.8577801,IQR,srlD,259,sorbitol-6-phosphate dehydrogenase,c,FALSE,SBTPD,0,0,b2705
b2702,1,20.5802606,G,srlA,187,glucitol/sorbitol-specific enzyme IIC component of PTS,cp,FALSE,SBTptspp,0,4,(b2415 and b2416 and b2702 and b2704 and b2703)
b2704,1,13.3039952,G,srlB,123,glucitol/sorbitol-specific enzyme IIA component of PTS,cp,FALSE,SBTptspp,0,4,(b2415 and b2416 and b2702 and b2704 and b2703)
b2703,1,33.3319016,G,srlE,319,glucitol/sorbitol-specific enzyme IIB component of PTS,cp,FALSE,SBTptspp,0,4,(b2415 and b2416 and b2702 and b2704 and b2703)
b2472,1,41.2688648,E,dapE,375,N-succinyl-diaminopimelate deacylase,c,FALSE,SDPDS,0,0,b2472
b3591,1,50.6070029,E,selA,463,selenocysteine synthase,c,TRUE,SELCYSS,0,0,b3591
b1764,1,36.6871592,E,selD,347,selenophosphate synthase,c,TRUE,SELNPS,0,0,b1764
b2264,1,61.3667922,H,menD,556,bifunctional 2-oxoglutarate decarboxylase/ SHCHC synthase,c,FALSE,SEPHCHCS,0,0,b2264
b0586,1,141.9903535,Q,entF,1293,"enterobactin synthase multienzyme complex component, ATP-dependent",c,FALSE,SERASr,0,0,b0586
b3607,1,29.3165402,E,cysE,273,serine acetyltransferase,c,FALSE,SERAT,0,0,b3607
b2366,1,47.9003968,E,dsdA,442,D-serine dehydratase,c,FALSE,SERD_D,0,0,b2366
b4471,1,48.5215329,E,tdcG,454,L-serine dehydratase 3,c,FALSE,SERD_L,3,0,(b4471 or b1814 or b2797 or b3708)
b1814,1,48.9065306,E,sdaA,454,L-serine deaminase I,c,FALSE,SERD_L,3,0,(b4471 or b1814 or b2797 or b3708)
b2797,1,48.7528183,E,sdaB,455,L-serine deaminase II,c,FALSE,SERD_L,3,0,(b4471 or b1814 or b2797 or b3708)
b0893,2,48.413857,J,serS,430,"seryl-tRNA synthetase, also charges selenocysteinyl-tRNA with serine",c,TRUE,,,,
b2796,1,46.9061794,E,sdaC,429,putative serine transporter,cp,FALSE,SERt2rpp,1,0,(b2796 or b3116)
b3116,2,48.8788078,E,tdcC,443,L-threonine/L-serine transporter,cp,FALSE,,,,
b3089,2,43.4775563,E,sstT,414,sodium:serine/threonine symporter,cp,FALSE,,,,
b2154,1,31.2591754,R,yeiG,278,S-formylglutathione hydrolase,c,FALSE,SFGTHi,1,0,(b2154 or b0355)
b0355,1,31.4243626,R,frmB,277,S-formylglutathione hydrolase,c,FALSE,SFGTHi,1,0,(b2154 or b0355)
b1744,1,35.8000365,E,astE,322,succinylglutamate desuccinylase,c,FALSE,SGDS,0,0,b1744
b1746,1,53.0261006,C,astD,492,succinylglutamic semialdehyde dehydrogenase,c,FALSE,SGSAD,0,0,b1746
b2263,1,27.6822525,R,menH,252,"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase",c,FALSE,SHCHCS3,0,0,b2263
b3368,3,49.9512144,H,cysG,457,"fused siroheme synthase 1,3-dimethyluroporphyriongen III dehydrogenase and siroheme ferrochelatase/uroporphyrinogen methyltransferase",c,FALSE,,,,
b3281,1,29.4135144,E,aroE,272,"dehydroshikimate reductase, NAD(P)-binding",c,FALSE,SHK3Dr,1,0,(b1692 or b3281)
b3390,1,19.5379627,E,aroK,173,shikimate kinase I,c,FALSE,SHKK,1,0,(b3390 or b0388)
b0388,1,19.1507583,E,aroL,174,shikimate kinase II,c,FALSE,SHKK,1,0,(b3390 or b0388)
b3939,1,41.5502292,E,metB,386,"cystathionine gamma-synthase, PLP-dependent",c,FALSE,SHSL1,0,0,b3939
b1981,1,47.8172084,G,shiA,438,shikimate transporter,cp,FALSE,SKMt2pp,0,0,b1981
b1206,1,59.428849,P,dauA,559,C4-dicarboxylic acid transporter,cp,FALSE,SO4t2pp,0,0,b1206
b1584,2,21.8869195,J,speG,186,spermidine N1-acetyltransferase,c,TRUE,,,,
b1599,1,11.7200988,P,mdtI,109,multidrug efflux system transporter,cp,FALSE,SPMDt3pp,0,1,(b1599 and b1600)
b1600,1,13.1147883,P,mdtJ,121,multidrug efflux system transporter,cp,FALSE,SPMDt3pp,0,1,(b1599 and b1600)
b3908,1,23.0969799,P,sodA,206,"superoxide dismutase, Mn",c,TRUE,SPODM,1,0,(b3908 or b1656)
b1656,1,21.2656603,P,sodB,193,"superoxide dismutase, Fe",c,TRUE,SPODM,1,0,(b3908 or b1656)
b1646,1,17.6809183,P,sodC,173,"superoxide dismutase, Cu, Zn, periplasmic",p,TRUE,SPODMpp,0,0,b1646
b1525,2,49.7177058,C,sad,462,"succinate semialdehyde dehydrogenase, NAD(P)+-dependent",c,FALSE,,,,
b2661,1,51.719861,C,gabD,482,"succinate-semialdehyde dehydrogenase I, NADP-dependent",c,FALSE,SSALy,1,0,(b2661 or b1525)
b2260,1,50.1844666,IQ,menE,451,O-succinylbenzoate-CoA ligase,c,FALSE,SUCBZL,0,0,b2260
b2261,1,35.4764717,H,menC,320,O-succinylbenzoyl-CoA synthase,c,FALSE,SUCBZS,0,0,b2261
b0721,1,14.2990958,C,sdhC,129,"succinate dehydrogenase, membrane subunit, binds cytochrome b556",c,FALSE,SUCDi,0,3,(b0721 and b0722 and b0723 and b0724)
b0722,1,12.8674782,C,sdhD,115,"succinate dehydrogenase, membrane subunit, binds cytochrome b556",c,FALSE,SUCDi,0,3,(b0721 and b0722 and b0723 and b0724)
b0723,1,64.4216429,C,sdhA,588,"succinate dehydrogenase, flavoprotein subunit",c,FALSE,SUCDi,0,3,(b0721 and b0722 and b0723 and b0724)
b0724,1,26.7698234,C,sdhB,238,"succinate dehydrogenase, FeS subunit",c,FALSE,SUCDi,0,3,(b0721 and b0722 and b0723 and b0724)
b0728,1,41.3924873,C,sucC,388,"succinyl-CoA synthetase, beta subunit",c,FALSE,SUCOAS,0,1,(b0728 and b0729)
b0729,1,29.7773796,C,sucD,289,"succinyl-CoA synthetase, NAD(P)-binding, alpha subunit",c,FALSE,SUCOAS,0,1,(b0728 and b0729)
b1521,1,54.8080389,G,uxaB,483,"altronate oxidoreductase, NAD-dependent",c,FALSE,TAGURr,0,0,b1521
b2464,1,35.6586418,G,talA,316,transaldolase A,c,FALSE,TALA,1,0,(b2464 or b0008)
b0008,1,35.2190877,G,talB,317,transaldolase B,c,FALSE,TALA,1,0,(b2464 or b0008)
b3061,1,32.733461,C,ttdA,303,"L-tartrate dehydratase, alpha subunit",c,FALSE,TARTD,0,1,(b3061 and b3062)
b3062,1,22.6793959,C,ttdB,201,"L-tartrate dehydratase, beta subunit",c,FALSE,TARTD,0,1,(b3061 and b3062)
b3063,1,52.9062302,P,ttdT,487,L-tartrate/succinate antiporte,cp,FALSE,TARTRt7pp,0,0,b3063
b0368,1,32.4093377,Q,tauD,283,"taurine dioxygenase, 2-oxoglutarate-dependent",c,FALSE,TAUDO,0,0,b0368
b3790,1,24.2202623,,wecD,224,TDP-fucosamine acetyltransferase,c,FALSE,TDPADGAT,0,0,b3790
b3791,1,41.9008903,M,wecE,376,TDP-4-oxo-6-deoxy-D-glucose transaminase,c,FALSE,TDPAGTA,0,0,b3791
b2038,1,21.2700045,M,rfbC,185,"dTDP-4-deoxyrhamnose-3,5-epimerase",c,FALSE,TDPDRE,0,0,b2038
b2040,1,32.6939838,M,rfbD,299,"dTDP-4-dehydrorhamnose reductase subunit, NAD(P)-binding, of dTDP-L-rhamnose synthase",c,FALSE,TDPDRR,0,0,b2040
b3788,1,39.7536693,M,rffG,355,"dTDP-glucose 4,6-dehydratase",c,FALSE,TDPGDH,1,0,(b3788 or b2041)
b2041,1,40.5581275,M,rfbB,361,"dTDP-glucose 4,6 dehydratase, NAD(P)-binding",c,FALSE,TDPGDH,1,0,(b3788 or b2041)
b0915,1,35.5891447,M,lpxK,328,lipid A 4'kinase,c,FALSE,TDSK,0,0,b0915
b3132,1,47.1922328,G,kbaZ,426,"tagatose 6-phosphate aldolase 1, kbaZ subunit",c,FALSE,TGBPA,1,2,((b3132 and b3137) or (b2095 and b2096))
b3137,1,31.2935706,G,kbaY,286,"tagatose 6-phosphate aldolase 1, kbaY subunit",c,FALSE,TGBPA,1,2,((b3132 and b3137) or (b2095 and b2096))
b2095,1,47.1085486,G,gatZ,420,"D-tagatose 1,6-bisphosphate aldolase 2, subunit",c,FALSE,TGBPA,1,2,((b3132 and b3137) or (b2095 and b2096))
b2096,1,30.8118212,G,gatY,284,"D-tagatose 1,6-bisphosphate aldolase 2, catalytic subunit",c,FALSE,TGBPA,1,2,((b3132 and b3137) or (b2095 and b2096))
b0166,1,29.8919726,E,dapD,274,"2,3,4,5-tetrahydropyridine-2-carboxylate N-succinyltransferase",c,FALSE,THDPS,0,0,b0166
b2480,1,17.6338703,O,bcp,156,"peroxiredoxin; thiol peroxidase, thioredoxin-dependent",c,FALSE,THIORDXi,2,2,((b2480 and b3781) or (b2480 and b2582) or b1710)
b0068,1,36.163245,H,thiB,327,thiamin transporter subunit,cp,FALSE,THMabcpp,0,2,(b0068 and b0067 and b0066)
b0067,1,59.5329458,P,thiP,536,fused thiamin transporter subunits of ABC superfamily: membrane components,cp,FALSE,THMabcpp,0,2,(b0068 and b0067 and b0066)
b0066,1,24.9990665,H,thiQ,232,thiamin transporter subunit,cp,FALSE,THMabcpp,0,2,(b0068 and b0067 and b0066)
b3616,1,37.2389468,ER,tdh,341,"threonine 3-dehydrogenase, NAD(P)-binding",c,FALSE,THRD,0,0,b3616
b3117,1,35.2323034,E,tdcB,329,"catabolic threonine dehydratase, PLP-dependent",c,FALSE,THRD_L,1,0,(b3117 or b3772)
b3772,1,56.1950284,E,ilvA,514,threonine deaminase,c,FALSE,THRD_L,1,0,(b3117 or b3772)
b1719,1,74.0140638,J,thrS,642,threonyl-tRNA synthetase,c,TRUE,THRTRS,0,0,b1719
b3823,1,22.4740188,E,rhtC,206,threonine efflux pump,cp,FALSE,THRt2pp,1,0,(b0813 or b3823)
b3992,1,26.9697068,H,thiF,251,"adenylyltransferase, modifies ThiS C-terminus",c,FALSE,THZPSN3,0,4,(b2530 and b3992 and b3990 and b0423 and b4407)
b3990,1,43.3199628,HR,thiH,377,"tyrosine lyase, involved in thiamin-thiazole moiety synthesis",c,FALSE,THZPSN3,0,4,(b2530 and b3992 and b3990 and b0423 and b4407)
b0423,1,54.9728557,H,thiI,482,tRNA s(4)U8 sulfurtransferase,c,FALSE,THZPSN3,0,4,(b2530 and b3992 and b3990 and b0423 and b4407)
b4407,1,7.3112706,H,thiS,66,immediate sulfur donor in thiazole formation,c,FALSE,THZPSN3,0,4,(b2530 and b3992 and b3990 and b0423 and b4407)
b2935,2,72.2114799,G,tktA,663,"transketolase 1, thiamin-binding",c,FALSE,,,,
b2465,2,73.0424077,G,tktB,667,"transketolase 2, thiamin-binding",c,FALSE,,,,
b0996,2,43.6064139,C,torC,390,"trimethylamine N-oxide (TMAO) reductase I, cytochrome c-type subunit",cp,FALSE,,,,
b0997,2,94.4555492,C,torA,848,"trimethylamine N-oxide (TMAO) reductase I, catalytic subunit",cp,FALSE,,,,
b2827,1,30.47957,F,thyA,264,thymidylate synthetase,c,FALSE,TMDS,0,0,b2827
b1106,1,32.3971381,M,thiK,274,thiamin kinase,c,FALSE,TMK,0,0,b1106
b0417,1,35.070724,H,thiL,325,thiamin-monophosphate kinase,c,FALSE,TMPK,0,0,b0417
b3993,1,23.0151695,H,thiE,211,thiamin phosphate synthase (thiamin phosphate pyrophosphorylase),c,FALSE,TMPPP,0,0,b3993
b3919,1,26.9717185,G,tpiA,255,triosephosphate isomerase,c,FALSE,TPI,0,0,b3919
b0613,1,31.6443502,H,citG,292,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,c,TRUE,TPRDCOAS,0,0,b0613
b0888,1,34.622913,O,trxB,321,"thioredoxin reductase, FAD/NAD(P)-binding",c,FALSE,TRDR,1,2,((b3781 and b0888) or (b0888 and b2582))
b4239,1,63.8374015,G,treC,551,trehalose-6-P hydrolase,c,FALSE,TRE6PH,0,0,b4239
b1897,1,29.1751669,G,otsB,266,"trehalose-6-phosphate phosphatase, biosynthetic",c,FALSE,TRE6PP,0,0,b1897
b1896,1,53.610909,G,otsA,474,trehalose-6-phosphate synthase,c,FALSE,TRE6PS,0,0,b1896
b3519,1,63.6964287,G,treF,549,cytoplasmic trehalase,c,FALSE,TREH,0,0,b3519
b1197,1,63.6364553,G,treA,565,periplasmic trehalase,p,FALSE,TREHpp,0,0,b1197
b4240,1,51.0805675,G,treB,473,fused trehalose(maltose)-specific PTS enzyme: IIB component/IIC component,cp,FALSE,TREptspp,0,3,(b2417 and b2415 and b2416 and b4240)
b1260,3,28.7240395,E,trpA,268,"tryptophan synthase, alpha subunit",c,FALSE,,,,
b1261,3,42.9828812,E,trpB,397,"tryptophan synthase, beta subunit",c,FALSE,,,,
b3384,1,37.4376802,J,trpS,334,tryptophanyl-tRNA synthetase,c,TRUE,TRPTRS,0,0,b3384
b3709,1,45.2104728,E,tnaB,415,tryptophan transporter of low affinity,cp,FALSE,TRPt2rpp,3,0,(b3161 or b3709 or b1473 or b0112)
b0509,1,30.8004871,I,glxR,292,"tartronate semialdehyde reductase, NADH-dependent",c,FALSE,TRSARr,1,0,(b0509 or b3125)
b3125,1,30.4273654,I,garR,294,tartronate semialdehyde reductase,c,FALSE,TRSARr,1,0,(b0509 or b3125)
b3991,1,26.8960036,H,thiG,256,thiamin biosynthesis ThiGH complex subunit,c,FALSE,TYRL,0,0,b3991
b1637,1,47.526769,J,tyrS,424,tyrosyl-tRNA synthetase,c,TRUE,TYRTRS,0,0,b1637
b1907,1,42.8189527,E,tyrP,403,tyrosine transporter,cp,FALSE,TYRt2rpp,3,0,(b1473 or b1907 or b0112 or b0576)
b0179,1,36.0384005,M,lpxD,341,UDP-3-O-(3-hydroxymyristoyl)-glucosamine N-acyltransferase,c,FALSE,U23GAAT,0,0,b0179
